Unnamed: 0,rank_date,title,rank,author,full_price,selling_price,category,publisher,available?
43,2021-10-02,ทำงานยังไงไม่ให้เหนื่อยคนเดียว,58.0,Kim Seong Ho (คิมซองโฮ),245.0,208.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
44,2021-10-02,โฟร์ (FOUR : A Divergent Collection),59.0,เวอโรนิก้า รอธ,165.0,83.0,Books/นิยาย/นิยายแฟนตาซี,Spell,Add to Cart
45,2021-10-02,TINY HABITS เปลี่ยนน้อยนิดเพื่อพิชิตทุกเป้าหมาย,61.0,ดร.บีเจ ฟ็อกก์,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
46,2021-10-02,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 2,62.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),385.0,327.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
47,2021-10-02,นักรบพเนจรสุดขอบฟ้า เล่ม 2 (เล่มจบ),63.0,Priest (พีต้า),360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
48,2021-10-02,อย่าเป็นคนเก่งที่คุยไม่เป็น,65.0,ยาซุดะ ทาดาชิ,220.0,187.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
49,2021-10-02,เรื่องลวงแห่งวูล์ฟฮอลโลว์ Wolf Hollow ,66.0,ลอเรน โวล์ก,245.0,123.0,Books/วรรณกรรม/วรรณกรรมเยาวชน,แพรวเยาวชน,Add to Cart
50,2021-10-02,ห่างแค่ไหนถึงใกล้กันกำลังดี,67.0,Dancing Snail,295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
51,2021-10-02,ฝ่ากฎรักต่างโลก เล่ม 1,69.0,เจียวถังตงกวา,435.0,369.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
52,2021-10-02,ฝ่ากฎรักต่างโลก เล่ม 2,70.0,เจียวถังตงกวา,425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
53,2021-10-02,สามีข้ากลายเป็นท่านอาเสียแล้ว เล่ม 2,71.0,ฉางโกวลั่วเยวี่ย,399.0,339.15,Books/นิยายแปล/นิยายจีนแปล,แจ่มใส,Add to Cart
54,2021-10-02,EGO IS THE ENEMY ตัวคุณคือศัตรู,73.0,Ryan Holiday,285.0,242.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
55,2021-10-02,ภาวะสมองบอด (พร้อมวิธีรักษา) CREATIVE BLINDNESS,74.0,Dave Trott,280.0,238.0,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,วีเลิร์น (WeLearn),Add to Cart
56,2021-10-02,วิธีพูดให้คนชอบคุณใน 1 นาที HOW TO GET ANYONE TO LIKE YOU IN MINUTE,75.0,เกรซ เฌอมาณย์ รัตนพงศ์ตระกูล,225.0,191.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
57,2021-10-02,ไม่ใช่ทุกการจากลาจะพาเรามาเจอกันอีก,77.0,คุณ (ONCE),195.0,165.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
58,2021-10-02,เพราะเป็นวัยรุ่นจึงเจ็บปวด,78.0,คิมรันโด,199.0,169.15,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
59,2021-10-02,ใต้ฝุ่น ,79.0,โกลาบ จัน,325.0,163.0,Books/วรรณกรรม/เรื่องสั้น,แพรวสำนักพิมพ์,Add to Cart
60,2021-10-02,Box Set สามก๊ก (Revised Edition),4.0,เฉินเหว่ยตง,3700.0,2960.0,Books/การ์ตูน/การ์ตูนความรู้ เสริมความรู้,ทองเกษม,Add to Cart
61,2021-10-02,อัลลีเจนท์ แผนลับดับโลก + Box Set,8.0,เวอโรนิก้า รอธ,315.0,252.0,Books/นิยาย/นิยายแฟนตาซี,Spell,Add to Cart
62,2021-10-02,Storytelling with Data,12.0,Cole Nussbaumer Knaflic,450.0,382.5,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,BOOKSCAPE (บุ๊คสเคป),Out of Stock
63,2021-10-02,ปรมาจารย์ลัทธิมาร ตอนพิเศษ,16.0,โม่เซียงถงซีว,220.0,187.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Out of Stock
64,2021-10-02,รักครั้งนี้ผมไม่พลาด ,20.0,ยอนิม,340.0,289.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,NanaNaRiS,Add to Cart
65,2021-10-02,ฟิฟตี้เชดส์ฟรีด Fifty Shades Freed,24.0,อี แอล เจมส์,455.0,319.0,Books/นิยาย/นิยายโรแมนติก,Rose,Out of Stock
66,2021-10-02,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 3,28.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),395.0,335.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
67,2021-10-02,ปรมาจารย์ลัทธิมาร เล่ม 3,32.0,โม่เซียงถงซีว,360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Out of Stock
68,2021-10-02,INTO THE MAGIC SHOP เราทุกคนล้วนมีร้านเวทมนตร์อยู่ในใจ,36.0,"ดร.เจมส์ อาร์. โดตี(James R. Doty, M.D.)",245.0,208.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Out of Stock
69,2021-10-02,น่าจะรู้อย่างนี้ ตั้งแต่ตอนอายุ 20 (ฉบับปรับปรุง),40.0,TINA SEELIG,185.0,157.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
70,2021-10-02,สัญญาณเตือนตาย เล่ม 1,44.0,โจวเฮ่าฮุย,345.0,293.25,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
71,2021-10-02,สัญญาณเตือนตาย เล่ม 4,48.0,โจวเฮ่าฮุย,375.0,318.75,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
72,2021-10-02,ออกแบบรักฉบับกูตูร์ เล่ม 1-2 (2 เล่มจบ),52.0,ai xiao tu,720.0,576.0,Books/นิยาย/นิยายโรแมนติก,ไป่เหอ,Add to Cart
73,2021-10-02,DARKER ดาร์กเกอร์,56.0,อี แอล เจมส์,425.0,298.0,Books/นิยาย/นิยายโรแมนติก,Rose,Add to Cart
74,2021-10-02,ใต้เงาตะวัน (ปก+บาร์โค้ดใหม่),60.0,ปิยะพร ศักดิ์เกษม,439.0,308.0,Books/นิยาย/นิยายโรแมนติก,อรุณ,Add to Cart
75,2021-10-02,นักรบพเนจรสุดขอบฟ้า เล่ม 1,64.0,Priest (พีต้า),360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
76,2021-10-02,SHOPHOUSE & TOWNHOME บ้านตึกแถวและทาวน์โฮม,68.0,กองบรรณาธิการนิตยสาร Room,445.0,400.5,Books/บ้านและสวน/บ้านและสวน,บ้านและสวน,Add to Cart
77,2021-10-02,Vbox สัญญาณเตือนตาย เล่ม 5 (เล่มจบ),72.0,โจวเฮ่าฮุย,375.0,300.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
78,2021-10-02,สวดมนต์อย่างไร? ให้เจ้ากรรมนายเวรได้ยิน,76.0,นิติกฤตย์ กิตติศรีวรนันท์,195.0,165.75,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,Decoder,Add to Cart
79,2021-10-02,Hero,80.0,รอนดา เบิร์น (Rhonda Byrne),265.0,133.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Out of Stock
80,2021-10-02,พันธะรักวันสิ้นโลก UNDEAD เล่ม 1-2 (2 เล่มจบ),81.0,หวายซ่าง (Huai Shang),840.0,672.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
81,2021-10-02,ฝึกสมองให้มองแต่ความสุข,82.0,เคนอิจิโร่ โมจิ,195.0,165.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
82,2021-10-02,ปริศนาฟาติมา THE THIRD SECRET,83.0,สตีฟ เบอร์รี,395.0,277.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
83,2021-10-02,อุบัติการณ์ถล่มโลก The Last Star,85.0,ริค แยนซีย์,345.0,242.0,Books/นิยาย/นิยายแฟนตาซี,Spell,Add to Cart
84,2021-10-02,SAPIENS เซเปียนส์ ประวัติย่อมนุษยชาติ (ปกอ่อน),86.0,ยูวัล โนอาห์ แฮรารี,530.0,450.5,Books/หนังสือบทความ สารคดี/ประวัติศาสตร์,ยิปซี,Add to Cart
85,2021-10-02,สายเลือดแห่งเอลฟ์ The Witcher : Blood of Elves,87.0,อันเดร ซาพคอฟสกี,395.0,335.75,Books/นิยาย/นิยายแฟนตาซี,แพรวสำนักพิมพ์,Add to Cart
86,2021-10-02,คู่มือเอาชีวิตรอด,89.0,Colin Towell (โคลิน โทเวลล์),790.0,671.5,Books/หนังสือท่องเที่ยว/ประสบการณ์ท่องเที่ยว,วารา,Out of Stock
87,2021-10-02,The Art of Statistics : Learning from Data,90.0,David Spiegelhalter,395.0,335.75,Books/บริหาร ธุรกิจ/การเงิน การลงทุน,BOOKSCAPE (บุ๊คสเคป),Out of Stock
88,2021-10-02,ฆ่าหมาป่า เล่ม 2,91.0,Priest (พีต้า),380.0,323.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
89,2021-10-02,มหาวิทยาลัยซอมบี้ ZOMBIES IN COLLEGE เล่ม 3,93.0,เหยียนเหลียงอวี่,365.0,310.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
90,2021-10-02,เที่ยวสแกนดิเนเวีย & บอสติก Scandinavia & Baltic,94.0,วรุตม์ โอนพรัตน์วิบูล,375.0,318.75,Books/หนังสือท่องเที่ยว/คู่มือท่องเที่ยว ต่างประเทศ,Dplus Guide,Add to Cart
91,2021-10-02,ศาลาในสวน GAZEBOS & SHEDS,95.0,"ปาณิทัต รัตนวิจิตร,ทิพาพรรณ",355.0,301.75,Books/บ้านและสวน/บ้านและสวน,บ้านและสวน,Add to Cart
92,2021-10-02,ในครึ่งที่ยังว่างของกระเป๋าเดินทางสีฟ้า,97.0,ฟูมิเอะ คนโด,320.0,272.0,Books/นิยาย/นิยายโรแมนติก,ซันเดย์ อาฟเตอร์นูน,Add to Cart
93,2021-10-02,เจาเหยา..ใครว่าโลกนี้ไม่มีผี เล่ม 1,98.0,จิ่วลู่เฟยเซียง (Jiu Lu Fei Xiang),315.0,267.75,Books/นิยายแปล/นิยายจีนแปล,ห้องสมุดดอตคอม,Add to Cart
94,2021-10-02,บ้านใต้ทะเล 100 ชั้น,99.0,อิวาอิ โทชิโอะ,255.0,216.75,Books/หนังสือเด็ก/เสริมเชาวน์ พัฒนาสมอง,Amarin Kids,Add to Cart
95,2021-10-02,เพราะเธอคือสายฝนที่ชื่นฉ่ำ The Beautiful Rain ,84.0,ราตรี อธิษฐาน,345.0,173.0,Books/นิยาย/นิยายโรแมนติก,อรุณ,Add to Cart
96,2021-10-02,สามีข้ากลายเป็นท่านอาเสียแล้ว เล่ม 1,88.0,ฉางโกวลั่วเยวี่ย,399.0,339.15,Books/นิยายแปล/นิยายจีนแปล,แจ่มใส,Add to Cart
97,2021-10-02,NETFLIX กฎที่นี่คือไม่มีกฎ,92.0,"รีด เฮสติงส์, เอริน เมเยอร์",375.0,318.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
98,2021-10-02,กฎ 21 ข้อที่ไม่มีผู้นำคนไหนปฏิเสธได้ THE 21 IRREFUTABLE LAWS OF LEADERSHIP,96.0,John C.Maxwell (จอห์น ซี. แม็กซ์เวลล),350.0,297.5,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,วีเลิร์น (WeLearn),Add to Cart
99,2021-10-02,TALKING TO STRANGERS ศิลปะแห่งการอ่านคน,100.0,มัลคอล์ม แกลดเวลล์,345.0,293.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
0,2021-10-03,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 1 (พิมพ์ครั้ง 2),1.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
1,2021-10-03,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 5,2.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),375.0,318.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
2,2021-10-03,งานเลี้ยงแห่งวสันตกาล เล่ม 1-2 (4 เล่มจบ),3.0,ไป๋ลู่เฉิงซวง,780.0,624.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
3,2021-10-03,SHOE DOG ฟิล ไนต์,5.0,Phil Knight,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
4,2021-10-03,ATOMIC HABITS เพราะชีวิตดีได้กว่าที่เป็น,6.0,James Clear,285.0,242.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,ซีเอ็ดยูเคชั่น,Add to Cart
5,2021-10-03,โลกเป็นของคนที่เห็นอนาคตก่อนใคร,7.0,George Ilian,345.0,293.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Out of Stock
6,2021-10-03,หนังสือเล่มหนึ่งซึ่งไม่มีวางขาย,9.0,ยาสึชิ คิตากาวะ (Yasushi Kitakawa),225.0,191.25,Books/วรรณกรรม/เรื่องสั้น,Piccolo,Add to Cart
7,2021-10-03,ถ้าเป็นเธอจะต้องผ่านมันไปได้แน่นอน,10.0,คิมจีฮุน (Ji Hun Kim),395.0,335.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
8,2021-10-03,วอลเดน : WALDEN,11.0,เฮนรี่ เดวิด ธอโร,480.0,408.0,Books/วรรณกรรม/เรื่องสั้น,ทับหนังสือ,Add to Cart
9,2021-10-03,STRENGTHSFINDER เจาะจุดแข็ง 2.0,13.0,Tom Rath,450.0,382.5,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,เนชั่นบุ๊คส์,Add to Cart
10,2021-10-03,วิธีเอาตัวรอดในวงล้อมคนงี่เง่า SURROUNDED BY IDIOTS,14.0,โธมัส เอริคสัน (Thomas Erikson),335.0,284.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
11,2021-10-03,นี่เราใช้ชีวิตยากเกินไปหรือเปล่านะ,15.0,ฮาวัน (Ha Wan),295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
12,2021-10-03,พลังวิเศษของคนธรรมดา BIG MAGIC,17.0,Elizabeth Gilbert,250.0,212.5,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
13,2021-10-03,นิสัยเศรษฐี ทำแบบนี้ถึงเก็บเงินได้,18.0,ฮะนะวะ โยโกะ,185.0,93.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
14,2021-10-03,ฉันคือแมว (ปกแข็ง),19.0,การ์เลีย เบิร์นสไตน์ (Galia Bernstein),245.0,208.25,Books/หนังสือเด็ก/หนังสือภาพ นิทาน,Amarin Kids,Add to Cart
15,2021-10-03,สวย ลวง สังหาร RED SPARROW,21.0,เจสัน แมทธิวส์,450.0,315.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
16,2021-10-03,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 4 (พิมพ์ครั้งที่ 2),22.0,Huai Shang,360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
17,2021-10-03,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 5 (พิมพ์ครั้งที่ 2),23.0,Huai Shang,340.0,289.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
18,2021-10-03,ฟิฟตี้เชดส์ออฟเกรย์ Fifty Shades of Grey,25.0,อี แอล เจมส์,395.0,277.0,Books/นิยาย/นิยายโรแมนติก,Rose,Out of Stock
19,2021-10-03,ชะตารักพันภพ ,26.0,จวินจื่ออี่เจ๋อ,325.0,228.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
20,2021-10-03,ตัวร้ายอย่างข้า...จะหนีเอาตัวรอดยังไงดี เล่ม 2,27.0,โม่เซียงถงซีว,419.0,356.15,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
21,2021-10-03,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 4,29.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
22,2021-10-03,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 3 (พิมพ์ครั้งที่ 2),30.0,Huai Shang,360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
23,2021-10-03,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 2 (พิมพ์ครั้งที่ 2),31.0,Huai Shang,360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
24,2021-10-03,หงส์น้อยไม่ใช่เซียน,33.0,สู่เค่อ (Shu Ke),365.0,310.25,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
25,2021-10-03,ปาฏิหาริย์ร้านชำของคุณนามิยะ โดย ฮิงาชิโนะ เคโงะ,34.0,ฮิงาชิโนะ เคโงะ (Keigo Higashino),295.0,250.75,Books/นิยายแปล/นิยายแปล,น้ำพุ,Add to Cart
26,2021-10-03,กุหลาบ ROSES (ฉบับปรับปรุงและเพิ่มเติม),35.0,พจนา นาควัชระ,595.0,505.75,Books/บ้านและสวน/บ้านและสวน,บ้านและสวน,Add to Cart
27,2021-10-03,ศิลปะการพูดให้เหมือนนั่งในใจคน,37.0,คิมยุนนา (Yun-na-Kim),245.0,208.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
28,2021-10-03,คนเก่งต้องเก่งคน INTROS UND EXTROS ,38.0,Silvia Lohken (ซิลเวีย เลอห์เคิน),315.0,267.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Out of Stock
29,2021-10-03,วิธีปั้นคนแบบโตโยต้า,39.0,OJT Solutions,240.0,204.0,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,วีเลิร์น (WeLearn),Add to Cart
30,2021-10-03,ปักรักลายบุปผา เล่ม 1-2 (ชุด 2 เล่มจบ),41.0,เย่ว์เซี่ยเตี๋ยอิ่ง (Yue Xia Die Ying),670.0,536.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
31,2021-10-03,You Are My Glory ดุจดวงดาวเกียรติยศ (พิมพ์ครั้งที่ 2),42.0,กู้ม่าน,415.0,352.75,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
32,2021-10-03,สัญญาณเตือนตาย เล่ม 2,43.0,โจวเฮ่าฮุย,375.0,318.75,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
33,2021-10-03,เกาหลีใต้ที่นอน,45.0,นัท ศุภวาที,345.0,293.25,Books/วรรณกรรม/เรื่องสั้น,a book อะบุ๊ก,Add to Cart
34,2021-10-03,ตัวร้ายอย่างข้า...จะหนีเอาตัวรอดยังไงดี เล่ม 3 (จบ),46.0,โม่เซียงถงซีว,409.0,347.65,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
35,2021-10-03,ตัวร้ายอย่างข้า...จะหนีเอาตัวรอดยังไงดี เล่ม 1,47.0,โม่เซียงถงซีว,399.0,339.15,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
36,2021-10-03,สัญญาณเตือนตาย เล่ม 3,49.0,โจวเฮ่าฮุย,365.0,310.25,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
37,2021-10-03,โปรดโอบกอดมนุษย์ลูก,50.0,วีรพร นิติประภา,240.0,204.0,Books/แม่และเด็ก/คู่มือดูแลครรภ์ การเลี้ยงดูเด็ก,SandClock Books,Add to Cart
38,2021-10-03,กฎ 3 ข้อของการผลิตโชคด้วยตัวคุณเอง,51.0,"Jonas Koffler,Neil Patel,Patrick Vlaskov",275.0,233.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
39,2021-10-03,ข้าเป็นสัตว์เลี้ยงของศาลต้าหลี่ เล่ม 5,53.0,โม่ซั่งเหรินหรูอวี้,499.0,424.15,Books/นิยายแปล/นิยายจีนแปล,แจ่มใส,Add to Cart
40,2021-10-03,(รัก) ยิ้มของเธอ เล่ม 2,54.0,ชิงเหม่ย,335.0,284.75,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
41,2021-10-03,(รัก) ยิ้มของเธอ เล่ม 1,55.0,ชิงเหม่ย,335.0,284.75,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
42,2021-10-03,เกมลวงโลก,57.0,โอะคะจิมะ ฟุตะริ,295.0,148.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
43,2021-10-03,ทำงานยังไงไม่ให้เหนื่อยคนเดียว,58.0,Kim Seong Ho (คิมซองโฮ),245.0,208.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
44,2021-10-03,โฟร์ (FOUR : A Divergent Collection),59.0,เวอโรนิก้า รอธ,165.0,83.0,Books/นิยาย/นิยายแฟนตาซี,Spell,Add to Cart
45,2021-10-03,TINY HABITS เปลี่ยนน้อยนิดเพื่อพิชิตทุกเป้าหมาย,61.0,ดร.บีเจ ฟ็อกก์,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
46,2021-10-03,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 2,62.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),385.0,327.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
47,2021-10-03,นักรบพเนจรสุดขอบฟ้า เล่ม 2 (เล่มจบ),63.0,Priest (พีต้า),360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
48,2021-10-03,อย่าเป็นคนเก่งที่คุยไม่เป็น,65.0,ยาซุดะ ทาดาชิ,220.0,187.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
49,2021-10-03,เรื่องลวงแห่งวูล์ฟฮอลโลว์ Wolf Hollow ,66.0,ลอเรน โวล์ก,245.0,123.0,Books/วรรณกรรม/วรรณกรรมเยาวชน,แพรวเยาวชน,Add to Cart
50,2021-10-03,ห่างแค่ไหนถึงใกล้กันกำลังดี,67.0,Dancing Snail,295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
51,2021-10-03,ฝ่ากฎรักต่างโลก เล่ม 1,69.0,เจียวถังตงกวา,435.0,369.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
52,2021-10-03,ฝ่ากฎรักต่างโลก เล่ม 2,70.0,เจียวถังตงกวา,425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
53,2021-10-03,สามีข้ากลายเป็นท่านอาเสียแล้ว เล่ม 2,71.0,ฉางโกวลั่วเยวี่ย,399.0,339.15,Books/นิยายแปล/นิยายจีนแปล,แจ่มใส,Add to Cart
54,2021-10-03,EGO IS THE ENEMY ตัวคุณคือศัตรู,73.0,Ryan Holiday,285.0,242.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
55,2021-10-03,ภาวะสมองบอด (พร้อมวิธีรักษา) CREATIVE BLINDNESS,74.0,Dave Trott,280.0,238.0,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,วีเลิร์น (WeLearn),Add to Cart
56,2021-10-03,วิธีพูดให้คนชอบคุณใน 1 นาที HOW TO GET ANYONE TO LIKE YOU IN MINUTE,75.0,เกรซ เฌอมาณย์ รัตนพงศ์ตระกูล,225.0,191.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
57,2021-10-03,ไม่ใช่ทุกการจากลาจะพาเรามาเจอกันอีก,77.0,คุณ (ONCE),195.0,165.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
58,2021-10-03,เพราะเป็นวัยรุ่นจึงเจ็บปวด,78.0,คิมรันโด,199.0,169.15,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
59,2021-10-03,ใต้ฝุ่น ,79.0,โกลาบ จัน,325.0,163.0,Books/วรรณกรรม/เรื่องสั้น,แพรวสำนักพิมพ์,Out of Stock
60,2021-10-03,Box Set สามก๊ก (Revised Edition),4.0,เฉินเหว่ยตง,3700.0,2960.0,Books/การ์ตูน/การ์ตูนความรู้ เสริมความรู้,ทองเกษม,Add to Cart
61,2021-10-03,อัลลีเจนท์ แผนลับดับโลก + Box Set,8.0,เวอโรนิก้า รอธ,315.0,252.0,Books/นิยาย/นิยายแฟนตาซี,Spell,Add to Cart
62,2021-10-03,Storytelling with Data,12.0,Cole Nussbaumer Knaflic,450.0,382.5,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,BOOKSCAPE (บุ๊คสเคป),Out of Stock
